#1:ny	2:kappa_y	3:T	4:1.abs	5:1.angle	6:2.abs	7:2.angle	8:tr.abs	9:tr.angle,	10:rho_kappa.tr
0	0	0.02	1	3.14159	1	2.27194	1.81389	2.70677	1
0	0	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	1
0	0	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	1
0	0	0.08	1	3.14045	1	-3.14044	2	-3.14159	0.999989
0	0	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	0.999891
0	0	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.999503
0	0	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.99854
0	0	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.996738
0	0	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.993943
0	0	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.990126
0	0	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.985368
0	0	0.24	1	-2.8079	1	2.8079	1.88968	-3.14159	0.979822
0	0	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.973679
0	0	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.967141
0	0	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.960397
0	0	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.953616
0	0	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.946937
0	0	0.36	1	-2.25008	1	2.25008	1.25647	3.14159	0.940473
0	0	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.934308
0	0	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.928503
0	0	0.42	1	1.97092	1	-1.97092	0.779064	3.14159	0.923097
0	0	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.918112
0	0	0.46	1	1.79803	1	-1.79803	0.450564	-3.14159	0.913557
0	0	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.909431
0	0	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.905723
0	0	0.52	1	1.56366	1	-1.56366	0.0142729	-2.80028e-13	0.902419
0	0	0.54	1	1.49248	1	-1.49248	0.156469	-1.20623e-14	0.899498
0	0	0.56	1	1.42474	1	-1.42474	0.291076	-6.10273e-15	0.896938
0	0	0.58	1	-1.36036	1	1.36036	0.417774	2.65747e-16	0.894717
0	0	0.6	1	-1.29924	1	1.29924	0.536455	1.03478e-15	0.89281
0	0	0.62	1	-1.24128	1	1.24128	0.647176	3.08788e-15	0.891193
0	0	0.64	1	1.18634	1	-1.18634	0.750119	-2.81212e-15	0.889842
0	0	0.66	1	-1.13428	1	1.13428	0.845561	4.0703e-15	0.888735
0	0	0.68	1	-1.08499	1	1.08499	0.933842	3.68552e-15	0.887851
0	0	0.7	1	-1.03832	1	1.03832	1.01534	1.31213e-15	0.887169
0	0	0.72	1	0.994125	1	-0.994125	1.09047	-4.07244e-16	0.88667
0	0	0.74	1	0.952285	1	-0.952285	1.15965	-2.20198e-15	0.886337
0	0	0.76	1	-0.912667	1	0.912667	1.22328	1.72441e-15	0.886153
0	0	0.78	1	-0.875147	1	0.875147	1.28177	1.21263e-15	0.886103
0	0	0.8	1	0.839606	1	-0.839606	1.33551	-1.82888e-15	0.886173
0	0	0.82	1	-0.80593	1	0.80593	1.38488	1.28268e-15	0.886351
0	0	0.84	1	-0.77401	1	0.77401	1.43023	1.31964e-15	0.886624
0	0	0.86	1	-0.743745	1	0.743745	1.47188	-1.05601e-15	0.886983
0	0	0.88	1	-0.715036	1	0.715036	1.51014	1.17629e-15	0.887418
0	0	0.9	1	-0.687793	1	0.687793	1.5453	-2.15536e-16	0.88792
0	0	0.92	1	0.66193	1	-0.66193	1.57762	2.81494e-16	0.88848
0	0	0.94	1	0.637365	1	-0.637365	1.60733	-6.21651e-16	0.889093
0	0	0.96	1	-0.614022	1	0.614022	1.63467	-2.71668e-16	0.889751
0	0	0.98	1	0.59183	1	-0.59183	1.65984	-6.68872e-16	0.890449
0	0	1	1	0.570721	1	-0.570721	1.68302	2.63864e-16	0.891181

1	0.0628319	0.02	1	3.14159	1	2.27194	1.81389	2.70677	1
1	0.0628319	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	1
1	0.0628319	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	1
1	0.0628319	0.08	1	3.14045	1	-3.14044	2	-3.14159	0.999994
1	0.0628319	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	0.999934
1	0.0628319	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.999672
1	0.0628319	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.998978
1	0.0628319	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.997614
1	0.0628319	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.995414
1	0.0628319	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.992315
1	0.0628319	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.988348
1	0.0628319	0.24	1	-2.8079	1	2.8079	1.88968	-3.14159	0.983622
1	0.0628319	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.978285
1	0.0628319	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.972507
1	0.0628319	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.966455
1	0.0628319	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.960283
1	0.0628319	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.954126
1	0.0628319	0.36	1	-2.25008	1	2.25008	1.25647	-3.14159	0.948094
1	0.0628319	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.942276
1	0.0628319	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.936737
1	0.0628319	0.42	1	1.97092	1	-1.97092	0.779064	3.14159	0.931524
1	0.0628319	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.926667
1	0.0628319	0.46	1	1.79803	1	-1.79803	0.450564	-3.14159	0.922184
1	0.0628319	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.91808
1	0.0628319	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.914354
1	0.0628319	0.52	1	1.56366	1	-1.56366	0.0142729	-3.03364e-13	0.910995
1	0.0628319	0.54	1	1.49248	1	-1.49248	0.156469	-1.49005e-14	0.907991
1	0.0628319	0.56	1	1.42474	1	-1.42474	0.291076	-6.48415e-15	0.905326
1	0.0628319	0.58	1	1.36036	1	-1.36036	0.417774	-1.86023e-15	0.90298
1	0.0628319	0.6	1	-1.29924	1	1.29924	0.536455	6.20866e-16	0.900933
1	0.0628319	0.62	1	-1.24128	1	1.24128	0.647176	4.28872e-15	0.899165
1	0.0628319	0.64	1	1.18634	1	-1.18634	0.750119	-2.3681e-15	0.897655
1	0.0628319	0.66	1	-1.13428	1	1.13428	0.845561	4.3329e-15	0.896384
1	0.0628319	0.68	1	-1.08499	1	1.08499	0.933842	4.63662e-15	0.895331
1	0.0628319	0.7	1	-1.03832	1	1.03832	1.01534	2.29623e-15	0.894479
1	0.0628319	0.72	1	-0.994125	1	0.994125	1.09047	-1.01811e-16	0.893809
1	0.0628319	0.74	1	0.952285	1	-0.952285	1.15965	-1.91476e-15	0.893306
1	0.0628319	0.76	1	-0.912667	1	0.912667	1.22328	1.27061e-15	0.892954
1	0.0628319	0.78	1	-0.875147	1	0.875147	1.28177	1.5591e-15	0.892738
1	0.0628319	0.8	1	0.839606	1	-0.839606	1.33551	-1.99514e-15	0.892645
1	0.0628319	0.82	1	-0.80593	1	0.80593	1.38488	1.68351e-15	0.892663
1	0.0628319	0.84	1	-0.77401	1	0.77401	1.43023	1.78539e-15	0.892781
1	0.0628319	0.86	1	-0.743745	1	0.743745	1.47188	-1.20687e-15	0.892988
1	0.0628319	0.88	1	-0.715036	1	0.715036	1.51014	1.32332e-15	0.893275
1	0.0628319	0.9	1	-0.687793	1	0.687793	1.5453	3.59226e-16	0.893634
1	0.0628319	0.92	1	0.66193	1	-0.66193	1.57762	3.51868e-16	0.894056
1	0.0628319	0.94	1	0.637365	1	-0.637365	1.60733	-6.21651e-16	0.894534
1	0.0628319	0.96	1	-0.614022	1	0.614022	1.63467	-2.71668e-16	0.895062
1	0.0628319	0.98	1	0.59183	1	-0.59183	1.65984	-6.68872e-16	0.895634
1	0.0628319	1	1	0.570721	1	-0.570721	1.68302	6.5966e-16	0.896244

2	0.125664	0.02	1	3.14159	1	2.27194	1.81389	2.70677	1
2	0.125664	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	1
2	0.125664	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	1
2	0.125664	0.08	1	3.14045	1	-3.14044	2	-3.14159	0.999997
2	0.125664	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	0.99996
2	0.125664	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.999785
2	0.125664	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.999287
2	0.125664	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.998261
2	0.125664	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.99654
2	0.125664	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.994037
2	0.125664	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.990751
2	0.125664	0.24	1	2.8079	1	-2.8079	1.88968	-3.14159	0.986748
2	0.125664	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.98214
2	0.125664	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.977066
2	0.125664	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.971671
2	0.125664	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.966093
2	0.125664	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.960456
2	0.125664	0.36	1	2.25008	1	-2.25008	1.25647	-3.14159	0.95487
2	0.125664	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.949421
2	0.125664	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.944178
2	0.125664	0.42	1	1.97092	1	-1.97092	0.779064	3.14159	0.939193
2	0.125664	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.934504
2	0.125664	0.46	1	1.79803	1	-1.79803	0.450564	-3.14159	0.930132
2	0.125664	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.926091
2	0.125664	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.922386
2	0.125664	0.52	1	1.56366	1	-1.56366	0.0142729	-2.25578e-13	0.919012
2	0.125664	0.54	1	1.49248	1	-1.49248	0.156469	-1.63196e-14	0.915963
2	0.125664	0.56	1	1.42474	1	-1.42474	0.291076	-4.57705e-15	0.913228
2	0.125664	0.58	1	1.36036	1	-1.36036	0.417774	-2.12598e-15	0.91079
2	0.125664	0.6	1	-1.29924	1	1.29924	0.536455	1.65564e-15	0.908636
2	0.125664	0.62	1	-1.24128	1	1.24128	0.647176	4.97492e-15	0.906746
2	0.125664	0.64	1	1.18634	1	-1.18634	0.750119	-3.70016e-15	0.905105
2	0.125664	0.66	1	-1.13428	1	1.13428	0.845561	3.5451e-15	0.903695
2	0.125664	0.68	1	-1.08499	1	1.08499	0.933842	4.75551e-15	0.902498
2	0.125664	0.7	1	-1.03832	1	1.03832	1.01534	2.07755e-15	0.901497
2	0.125664	0.72	1	-0.994125	1	0.994125	1.09047	0	0.900677
2	0.125664	0.74	1	0.952285	1	-0.952285	1.15965	-9.57381e-16	0.900023
2	0.125664	0.76	1	0.912667	1	-0.912667	1.22328	5.44549e-16	0.899519
2	0.125664	0.78	1	-0.875147	1	0.875147	1.28177	6.92933e-16	0.899152
2	0.125664	0.8	1	0.839606	1	-0.839606	1.33551	-2.32766e-15	0.898911
2	0.125664	0.82	1	-0.80593	1	0.80593	1.38488	1.20251e-15	0.898783
2	0.125664	0.84	1	-0.77401	1	0.77401	1.43023	1.63014e-15	0.898757
2	0.125664	0.86	1	-0.743745	1	0.743745	1.47188	-1.05601e-15	0.898823
2	0.125664	0.88	1	-0.715036	1	0.715036	1.51014	1.47036e-15	0.898973
2	0.125664	0.9	1	-0.687793	1	0.687793	1.5453	-7.18453e-17	0.899198
2	0.125664	0.92	1	0.66193	1	-0.66193	1.57762	2.11121e-16	0.899489
2	0.125664	0.94	1	0.637365	1	-0.637365	1.60733	-2.76289e-16	0.899841
2	0.125664	0.96	1	-0.614022	1	0.614022	1.63467	6.79171e-17	0.900246
2	0.125664	0.98	1	0.59183	1	-0.59183	1.65984	-6.01985e-16	0.900698
2	0.125664	1	1	0.570721	1	-0.570721	1.68302	5.27728e-16	0.901193

3	0.188496	0.02	1	3.14159	1	2.27194	1.81389	2.70677	1
3	0.188496	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	1
3	0.188496	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	1
3	0.188496	0.08	1	3.14045	1	-3.14044	2	-3.14159	0.999998
3	0.188496	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	0.999976
3	0.188496	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.999859
3	0.188496	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.999504
3	0.188496	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.998734
3	0.188496	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.997392
3	0.188496	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.995379
3	0.188496	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.992668
3	0.188496	0.24	1	2.8079	1	-2.8079	1.88968	-3.14159	0.989292
3	0.188496	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.985332
3	0.188496	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.9809
3	0.188496	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.976115
3	0.188496	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.971101
3	0.188496	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.965973
3	0.188496	0.36	1	-2.25008	1	2.25008	1.25647	3.14159	0.96083
3	0.188496	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.95576
3	0.188496	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.950831
3	0.188496	0.42	1	1.97092	1	-1.97092	0.779064	3.14159	0.9461
3	0.188496	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.941606
3	0.188496	0.46	1	1.79803	1	-1.79803	0.450564	-3.14159	0.937378
3	0.188496	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.933435
3	0.188496	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.929785
3	0.188496	0.52	1	1.56366	1	-1.56366	0.0142729	-2.64471e-13	0.926431
3	0.188496	0.54	1	1.49248	1	-1.49248	0.156469	-1.561e-14	0.923372
3	0.188496	0.56	1	1.42474	1	-1.42474	0.291076	-5.72131e-15	0.920599
3	0.188496	0.58	1	1.36036	1	-1.36036	0.417774	-1.59448e-15	0.918102
3	0.188496	0.6	1	-1.29924	1	1.29924	0.536455	3.51824e-15	0.91587
3	0.188496	0.62	1	-1.24128	1	1.24128	0.647176	3.60253e-15	0.913889
3	0.188496	0.64	1	1.18634	1	-1.18634	0.750119	-1.33206e-15	0.912144
3	0.188496	0.66	1	-1.13428	1	1.13428	0.845561	4.2016e-15	0.91062
3	0.188496	0.68	1	-1.08499	1	1.08499	0.933842	3.68552e-15	0.909302
3	0.188496	0.7	1	-1.03832	1	1.03832	1.01534	2.07755e-15	0.908175
3	0.188496	0.72	1	0.994125	1	-0.994125	1.09047	-4.07244e-16	0.907225
3	0.188496	0.74	1	0.952285	1	-0.952285	1.15965	-1.81902e-15	0.906438
3	0.188496	0.76	1	-0.912667	1	0.912667	1.22328	1.36137e-15	0.905801
3	0.188496	0.78	1	-0.875147	1	0.875147	1.28177	9.52782e-16	0.905301
3	0.188496	0.8	1	0.839606	1	-0.839606	1.33551	-2.24453e-15	0.904926
3	0.188496	0.82	1	-0.80593	1	0.80593	1.38488	1.28268e-15	0.904666
3	0.188496	0.84	1	-0.77401	1	0.77401	1.43023	1.39726e-15	0.904509
3	0.188496	0.86	1	0.743745	1	-0.743745	1.47188	-1.65944e-15	0.904447
3	0.188496	0.88	1	-0.715036	1	0.715036	1.51014	1.32332e-15	0.904471
3	0.188496	0.9	1	-0.687793	1	0.687793	1.5453	1.43691e-16	0.904572
3	0.188496	0.92	1	0.66193	1	-0.66193	1.57762	2.81494e-16	0.904743
3	0.188496	0.94	1	0.637365	1	-0.637365	1.60733	-4.83506e-16	0.904977
3	0.188496	0.96	1	-0.614022	1	0.614022	1.63467	-6.79171e-16	0.905267
3	0.188496	0.98	1	0.59183	1	-0.59183	1.65984	-6.01985e-16	0.905608
3	0.188496	1	1	0.570721	1	-0.570721	1.68302	3.95796e-16	0.905994

4	0.251327	0.02	1	2.27194	1	-3.14159	1.81389	2.70677	1
4	0.251327	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	1
4	0.251327	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	1
4	0.251327	0.08	1	3.14045	1	-3.14044	2	-3.14159	0.999999
4	0.251327	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	0.999985
4	0.251327	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.999907
4	0.251327	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.999654
4	0.251327	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.999077
4	0.251327	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.998032
4	0.251327	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.996417
4	0.251327	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.994185
4	0.251327	0.24	1	-2.8079	1	2.8079	1.88968	-3.14159	0.991345
4	0.251327	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.987954
4	0.251327	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.984094
4	0.251327	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.979868
4	0.251327	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.975381
4	0.251327	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.970735
4	0.251327	0.36	1	2.25008	1	-2.25008	1.25647	-3.14159	0.966025
4	0.251327	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.961332
4	0.251327	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.956726
4	0.251327	0.42	1	1.97092	1	-1.97092	0.779064	3.14159	0.952262
4	0.251327	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.947984
4	0.251327	0.46	1	1.79803	1	-1.79803	0.450564	-3.14159	0.943923
4	0.251327	0.48	1	1.71646	1	-1.71646	0.290293	-3.14159	0.940104
4	0.251327	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.936538
4	0.251327	0.52	1	1.56366	1	-1.56366	0.0142729	-2.72249e-13	0.933234
4	0.251327	0.54	1	1.49248	1	-1.49248	0.156469	-9.2241e-15	0.930193
4	0.251327	0.56	1	1.42474	1	-1.42474	0.291076	-3.81421e-15	0.927413
4	0.251327	0.58	1	-1.36036	1	1.36036	0.417774	-7.97242e-16	0.924886
4	0.251327	0.6	1	-1.29924	1	1.29924	0.536455	1.65564e-15	0.922605
4	0.251327	0.62	1	-1.24128	1	1.24128	0.647176	3.08788e-15	0.920558
4	0.251327	0.64	1	1.18634	1	-1.18634	0.750119	-1.92408e-15	0.918735
4	0.251327	0.66	1	-1.13428	1	1.13428	0.845561	3.5451e-15	0.917122
4	0.251327	0.68	1	-1.08499	1	1.08499	0.933842	3.92329e-15	0.915706
4	0.251327	0.7	1	-1.03832	1	1.03832	1.01534	1.64017e-15	0.914475
4	0.251327	0.72	1	0.994125	1	-0.994125	1.09047	-6.10866e-16	0.913416
4	0.251327	0.74	1	0.952285	1	-0.952285	1.15965	-1.91476e-15	0.912516
4	0.251327	0.76	1	-0.912667	1	0.912667	1.22328	1.36137e-15	0.911764
4	0.251327	0.78	1	-0.875147	1	0.875147	1.28177	1.64571e-15	0.911147
4	0.251327	0.8	1	0.839606	1	-0.839606	1.33551	-1.82888e-15	0.910654
4	0.251327	0.82	1	-0.80593	1	0.80593	1.38488	1.84385e-15	0.910276
4	0.251327	0.84	1	-0.77401	1	0.77401	1.43023	1.78539e-15	0.910003
4	0.251327	0.86	1	-0.743745	1	0.743745	1.47188	-1.35772e-15	0.909826
4	0.251327	0.88	1	-0.715036	1	0.715036	1.51014	1.17629e-15	0.909735
4	0.251327	0.9	1	-0.687793	1	0.687793	1.5453	-7.18453e-17	0.909724
4	0.251327	0.92	1	0.66193	1	-0.66193	1.57762	1.40747e-16	0.909784
4	0.251327	0.94	1	0.637365	1	-0.637365	1.60733	-6.90724e-16	0.90991
4	0.251327	0.96	1	-0.614022	1	0.614022	1.63467	-1.35834e-16	0.910095
4	0.251327	0.98	1	0.59183	1	-0.59183	1.65984	-5.35098e-16	0.910332
4	0.251327	1	1	0.570721	1	-0.570721	1.68302	1.31932e-16	0.910618

5	0.314159	0.02	1	-3.14159	1	2.27194	1.81389	2.70677	1
5	0.314159	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	1
5	0.314159	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	1
5	0.314159	0.08	1	3.14045	1	-3.14044	2	-3.14159	1
5	0.314159	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	0.999991
5	0.314159	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.999939
5	0.314159	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.999758
5	0.314159	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.999325
5	0.314159	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.998511
5	0.314159	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.997214
5	0.314159	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.995378
5	0.314159	0.24	1	2.8079	1	-2.8079	1.88968	-3.14159	0.992993
5	0.314159	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.990092
5	0.314159	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.986738
5	0.314159	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.983014
5	0.314159	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.979009
5	0.314159	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.974815
5	0.314159	0.36	1	2.25008	1	-2.25008	1.25647	-3.14159	0.970516
5	0.314159	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.96619
5	0.314159	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.961905
5	0.314159	0.42	1	-1.97092	1	1.97092	0.779064	3.14159	0.957714
5	0.314159	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.953663
5	0.314159	0.46	1	1.79803	1	-1.79803	0.450564	-3.14159	0.949786
5	0.314159	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.94611
5	0.314159	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.94265
5	0.314159	0.52	1	1.56366	1	-1.56366	0.0142729	-2.33357e-13	0.93942
5	0.314159	0.54	1	1.49248	1	-1.49248	0.156469	-1.561e-14	0.936422
5	0.314159	0.56	1	1.42474	1	-1.42474	0.291076	-6.86557e-15	0.933659
5	0.314159	0.58	1	-1.36036	1	1.36036	0.417774	-1.06299e-15	0.931128
5	0.314159	0.6	1	-1.29924	1	1.29924	0.536455	6.20866e-16	0.928822
5	0.314159	0.62	1	-1.24128	1	1.24128	0.647176	2.74478e-15	0.926735
5	0.314159	0.64	1	1.18634	1	-1.18634	0.750119	-3.70016e-15	0.924857
5	0.314159	0.66	1	1.13428	1	-1.13428	0.845561	2.626e-15	0.923177
5	0.314159	0.68	1	-1.08499	1	1.08499	0.933842	4.51773e-15	0.921686
5	0.314159	0.7	1	-1.03832	1	1.03832	1.01534	1.74951e-15	0.920372
5	0.314159	0.72	1	0.994125	1	-0.994125	1.09047	-1.01811e-15	0.919223
5	0.314159	0.74	1	0.952285	1	-0.952285	1.15965	-1.91476e-15	0.918229
5	0.314159	0.76	1	-0.912667	1	0.912667	1.22328	1.17986e-15	0.917378
5	0.314159	0.78	1	0.875147	1	-0.875147	1.28177	3.46466e-16	0.916661
5	0.314159	0.8	1	0.839606	1	-0.839606	1.33551	-1.57949e-15	0.916067
5	0.314159	0.82	1	-0.80593	1	0.80593	1.38488	2.08435e-15	0.915586
5	0.314159	0.84	1	-0.77401	1	0.77401	1.43023	1.24201e-15	0.91521
5	0.314159	0.86	1	0.743745	1	-0.743745	1.47188	-1.50858e-15	0.91493
5	0.314159	0.88	1	-0.715036	1	0.715036	1.51014	1.61739e-15	0.914737
5	0.314159	0.9	1	-0.687793	1	0.687793	1.5453	-2.87381e-16	0.914625
5	0.314159	0.92	1	0.66193	1	-0.66193	1.57762	7.03735e-17	0.914586
5	0.314159	0.94	1	0.637365	1	-0.637365	1.60733	-4.83506e-16	0.914614
5	0.314159	0.96	1	-0.614022	1	0.614022	1.63467	6.79171e-17	0.914702
5	0.314159	0.98	1	0.59183	1	-0.59183	1.65984	-9.36421e-16	0.914846
5	0.314159	1	1	0.570721	1	-0.570721	1.68302	3.2983e-16	0.915039

6	0.376991	0.02	1	-3.14159	1	2.27194	1.81389	2.70677	1
6	0.376991	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	1
6	0.376991	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	1
6	0.376991	0.08	1	3.14045	1	-3.14044	2	-3.14159	1
6	0.376991	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	0.999995
6	0.376991	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.999959
6	0.376991	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.999829
6	0.376991	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.999503
6	0.376991	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.998868
6	0.376991	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.997825
6	0.376991	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.996312
6	0.376991	0.24	1	2.8079	1	-2.8079	1.88968	-3.14159	0.994307
6	0.376991	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.991826
6	0.376991	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.988914
6	0.376991	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.985635
6	0.376991	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.982067
6	0.376991	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.978287
6	0.376991	0.36	1	2.25008	1	-2.25008	1.25647	-3.14159	0.974374
6	0.376991	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.970398
6	0.376991	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.966423
6	0.376991	0.42	1	1.97092	1	-1.97092	0.779064	3.14159	0.962503
6	0.376991	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.958683
6	0.376991	0.46	1	1.79803	1	-1.79803	0.450564	-3.14159	0.954999
6	0.376991	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.951478
6	0.376991	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.948141
6	0.376991	0.52	1	1.56366	1	-1.56366	0.0142729	-3.65592e-13	0.945001
6	0.376991	0.54	1	1.49248	1	-1.49248	0.156469	-2.12864e-14	0.942067
6	0.376991	0.56	1	1.42474	1	-1.42474	0.291076	-6.10273e-15	0.939342
6	0.376991	0.58	1	1.36036	1	-1.36036	0.417774	-2.12598e-15	0.936827
