#1:ny	2:kappa_y	3:T	4:1.abs	5:1.angle	6:2.abs	7:2.angle	8:tr.abs	9:tr.angle,	10:rho_kappa.tr
16	1.00531	0.9	1	-0.687793	1	0.687793	1.5453	1.43691e-16	0.949173
16	1.00531	0.92	1	0.66193	1	-0.66193	1.57762	0	0.948629
16	1.00531	0.94	1	0.637365	1	-0.637365	1.60733	-3.45362e-16	0.948146
16	1.00531	0.96	1	-0.614022	1	0.614022	1.63467	-6.79171e-17	0.947719
16	1.00531	0.98	1	0.59183	1	-0.59183	1.65984	-4.68211e-16	0.947347
16	1.00531	1	1	0.570721	1	-0.570721	1.68302	1.97898e-16	0.947026

17	1.06814	0.02	1	3.14159	1	2.27194	1.81389	2.70677	1
17	1.06814	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	1
17	1.06814	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	1
17	1.06814	0.08	1	3.14045	1	-3.14044	2	-3.14159	1
17	1.06814	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	1
17	1.06814	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.999999
17	1.06814	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.99999
17	1.06814	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.999959
17	1.06814	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.999879
17	1.06814	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.999713
17	1.06814	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.999421
17	1.06814	0.24	1	2.8079	1	-2.8079	1.88968	-3.14159	0.998968
17	1.06814	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.998326
17	1.06814	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.997479
17	1.06814	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.996421
17	1.06814	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.995157
17	1.06814	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.993702
17	1.06814	0.36	1	2.25008	1	-2.25008	1.25647	-3.14159	0.992075
17	1.06814	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.990302
17	1.06814	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.988408
17	1.06814	0.42	1	1.97092	1	-1.97092	0.779064	3.14159	0.986421
17	1.06814	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.984368
17	1.06814	0.46	1	1.79803	1	-1.79803	0.450564	3.14159	0.982275
17	1.06814	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.980166
17	1.06814	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.978061
17	1.06814	0.52	1	1.56366	1	-1.56366	0.0142729	-3.73371e-13	0.975979
17	1.06814	0.54	1	1.49248	1	-1.49248	0.156469	-1.63196e-14	0.973937
17	1.06814	0.56	1	1.42474	1	-1.42474	0.291076	-7.62841e-15	0.971948
17	1.06814	0.58	1	1.36036	1	-1.36036	0.417774	-2.39173e-15	0.970022
17	1.06814	0.6	1	-1.29924	1	1.29924	0.536455	1.03478e-15	0.968169
17	1.06814	0.62	1	-1.24128	1	1.24128	0.647176	2.91633e-15	0.966396
17	1.06814	0.64	1	1.18634	1	-1.18634	0.750119	-3.70016e-15	0.964706
17	1.06814	0.66	1	-1.13428	1	1.13428	0.845561	3.8077e-15	0.963105
17	1.06814	0.68	1	-1.08499	1	1.08499	0.933842	4.87439e-15	0.961592
17	1.06814	0.7	1	-1.03832	1	1.03832	1.01534	2.51492e-15	0.960171
17	1.06814	0.72	1	-0.994125	1	0.994125	1.09047	2.03622e-16	0.958839
17	1.06814	0.74	1	0.952285	1	-0.952285	1.15965	-1.14886e-15	0.957597
17	1.06814	0.76	1	-0.912667	1	0.912667	1.22328	1.36137e-15	0.956443
17	1.06814	0.78	1	0.875147	1	-0.875147	1.28177	3.46466e-16	0.955374
17	1.06814	0.8	1	0.839606	1	-0.839606	1.33551	-1.91201e-15	0.954388
17	1.06814	0.82	1	-0.80593	1	0.80593	1.38488	1.12234e-15	0.953481
17	1.06814	0.84	1	-0.77401	1	0.77401	1.43023	1.24201e-15	0.952652
17	1.06814	0.86	1	-0.743745	1	0.743745	1.47188	-1.20687e-15	0.951896
17	1.06814	0.88	1	-0.715036	1	0.715036	1.51014	1.17629e-15	0.95121
17	1.06814	0.9	1	-0.687793	1	0.687793	1.5453	-7.18453e-17	0.950591
17	1.06814	0.92	1	0.66193	1	-0.66193	1.57762	5.62988e-16	0.950035
17	1.06814	0.94	1	0.637365	1	-0.637365	1.60733	-4.83506e-16	0.94954
17	1.06814	0.96	1	-0.614022	1	0.614022	1.63467	-6.79171e-17	0.9491
17	1.06814	0.98	1	0.59183	1	-0.59183	1.65984	-4.01323e-16	0.948714
17	1.06814	1	1	0.570721	1	-0.570721	1.68302	3.95796e-16	0.948378

18	1.13097	0.02	1	3.14159	1	2.27194	1.81389	2.70677	1
18	1.13097	0.04	1	-0.759993	1	3.14159	0.741835	-1.95079	1
18	1.13097	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	1
18	1.13097	0.08	1	3.14045	1	-3.14044	2	-3.14159	1
18	1.13097	0.1	1	3.13551	1	-3.13551	1.99996	3.14159	1
18	1.13097	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.999999
18	1.13097	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.999991
18	1.13097	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.999964
18	1.13097	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.999891
18	1.13097	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.999738
18	1.13097	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.999468
18	1.13097	0.24	1	2.8079	1	-2.8079	1.88968	-3.14159	0.999045
18	1.13097	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.998443
18	1.13097	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.997643
18	1.13097	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.996641
18	1.13097	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.995439
18	1.13097	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.99405
18	1.13097	0.36	1	-2.25008	1	2.25008	1.25647	-3.14159	0.992492
18	1.13097	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.990788
18	1.13097	0.4	1	-2.06175	1	2.06175	0.942927	3.14159	0.988964
18	1.13097	0.42	1	-1.97092	1	1.97092	0.779064	3.14159	0.987045
18	1.13097	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.985059
18	1.13097	0.46	1	1.79803	1	-1.79803	0.450564	-3.14159	0.983028
18	1.13097	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.980978
18	1.13097	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.978927
18	1.13097	0.52	1	1.56366	1	-1.56366	0.0142729	-2.87807e-13	0.976896
18	1.13097	0.54	1	1.49248	1	-1.49248	0.156469	-1.06432e-14	0.974898
18	1.13097	0.56	1	1.42474	1	-1.42474	0.291076	-4.57705e-15	0.972949
18	1.13097	0.58	1	-1.36036	1	1.36036	0.417774	2.65747e-16	0.97106
18	1.13097	0.6	1	-1.29924	1	1.29924	0.536455	2.27651e-15	0.969238
18	1.13097	0.62	1	-1.24128	1	1.24128	0.647176	4.11717e-15	0.967491
18	1.13097	0.64	1	1.18634	1	-1.18634	0.750119	-2.96012e-15	0.965825
18	1.13097	0.66	1	-1.13428	1	1.13428	0.845561	5.38331e-15	0.964242
18	1.13097	0.68	1	-1.08499	1	1.08499	0.933842	3.20997e-15	0.962745
18	1.13097	0.7	1	-1.03832	1	1.03832	1.01534	1.09345e-15	0.961335
18	1.13097	0.72	1	-0.994125	1	0.994125	1.09047	-5.09055e-16	0.960013
18	1.13097	0.74	1	0.952285	1	-0.952285	1.15965	-1.14886e-15	0.958777
18	1.13097	0.76	1	-0.912667	1	0.912667	1.22328	1.0891e-15	0.957627
18	1.13097	0.78	1	-0.875147	1	0.875147	1.28177	1.0394e-15	0.956559
18	1.13097	0.8	1	0.839606	1	-0.839606	1.33551	-1.66262e-15	0.955572
18	1.13097	0.82	1	-0.80593	1	0.80593	1.38488	1.76368e-15	0.954664
18	1.13097	0.84	1	-0.77401	1	0.77401	1.43023	1.16439e-15	0.95383
18	1.13097	0.86	1	0.743745	1	-0.743745	1.47188	-1.20687e-15	0.953069
18	1.13097	0.88	1	-0.715036	1	0.715036	1.51014	1.2498e-15	0.952377
18	1.13097	0.9	1	-0.687793	1	0.687793	1.5453	-7.18453e-17	0.95175
18	1.13097	0.92	1	0.66193	1	-0.66193	1.57762	-1.40747e-16	0.951185
18	1.13097	0.94	1	0.637365	1	-0.637365	1.60733	-8.28868e-16	0.95068
18	1.13097	0.96	1	-0.614022	1	0.614022	1.63467	1.35834e-16	0.95023
18	1.13097	0.98	1	0.59183	1	-0.59183	1.65984	-4.01323e-16	0.949834
18	1.13097	1	1	0.570721	1	-0.570721	1.68302	1.97898e-16	0.949486

19	1.19381	0.02	1	3.14159	1	2.27194	1.81389	2.70677	1
19	1.19381	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	1
19	1.19381	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	1
19	1.19381	0.08	1	3.14045	1	-3.14044	2	-3.14159	1
19	1.19381	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	1
19	1.19381	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.999999
19	1.19381	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.999992
19	1.19381	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.999967
19	1.19381	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.999899
19	1.19381	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.999756
19	1.19381	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.999502
19	1.19381	0.24	1	2.8079	1	-2.8079	1.88968	-3.14159	0.999102
19	1.19381	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.998529
19	1.19381	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.997766
19	1.19381	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.996806
19	1.19381	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.995651
19	1.19381	0.34	1	-2.34633	1	2.34633	1.4002	3.14159	0.994312
19	1.19381	0.36	1	2.25008	1	-2.25008	1.25647	-3.14159	0.992807
19	1.19381	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.991158
19	1.19381	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.989387
19	1.19381	0.42	1	1.97092	1	-1.97092	0.779064	3.14159	0.987522
19	1.19381	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.985586
19	1.19381	0.46	1	1.79803	1	-1.79803	0.450564	3.14159	0.983605
19	1.19381	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.9816
19	1.19381	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.979592
19	1.19381	0.52	1	1.56366	1	-1.56366	0.0142729	-2.95585e-13	0.9776
19	1.19381	0.54	1	1.49248	1	-1.49248	0.156469	-1.41909e-14	0.975639
19	1.19381	0.56	1	1.42474	1	-1.42474	0.291076	-8.77268e-15	0.973722
19	1.19381	0.58	1	-1.36036	1	1.36036	0.417774	1.32874e-15	0.97186
19	1.19381	0.6	1	-1.29924	1	1.29924	0.536455	1.44869e-15	0.970064
19	1.19381	0.62	1	-1.24128	1	1.24128	0.647176	1.71549e-15	0.968339
19	1.19381	0.64	1	1.18634	1	-1.18634	0.750119	-3.10813e-15	0.96669
19	1.19381	0.66	1	-1.13428	1	1.13428	0.845561	2.8886e-15	0.965123
19	1.19381	0.68	1	-1.08499	1	1.08499	0.933842	4.27996e-15	0.963639
19	1.19381	0.7	1	-1.03832	1	1.03832	1.01534	9.84101e-16	0.96224
19	1.19381	0.72	1	0.994125	1	-0.994125	1.09047	-1.22173e-15	0.960925
19	1.19381	0.74	1	0.952285	1	-0.952285	1.15965	-7.65905e-16	0.959695
19	1.19381	0.76	1	-0.912667	1	0.912667	1.22328	1.0891e-15	0.958548
19	1.19381	0.78	1	-0.875147	1	0.875147	1.28177	1.0394e-15	0.957482
19	1.19381	0.8	1	0.839606	1	-0.839606	1.33551	-1.41323e-15	0.956495
19	1.19381	0.82	1	-0.80593	1	0.80593	1.38488	1.76368e-15	0.955586
19	1.19381	0.84	1	-0.77401	1	0.77401	1.43023	1.47489e-15	0.95475
19	1.19381	0.86	1	0.743745	1	-0.743745	1.47188	-1.58401e-15	0.953985
19	1.19381	0.88	1	-0.715036	1	0.715036	1.51014	1.61739e-15	0.953287
19	1.19381	0.9	1	-0.687793	1	0.687793	1.5453	3.59226e-16	0.952655
19	1.19381	0.92	1	0.66193	1	-0.66193	1.57762	0	0.952084
19	1.19381	0.94	1	0.637365	1	-0.637365	1.60733	-5.52579e-16	0.951572
19	1.19381	0.96	1	-0.614022	1	0.614022	1.63467	-2.03751e-16	0.951115
19	1.19381	0.98	1	0.59183	1	-0.59183	1.65984	-3.34436e-16	0.95071
19	1.19381	1	1	0.570721	1	-0.570721	1.68302	3.2983e-16	0.950354

20	1.25664	0.02	1	3.14159	1	2.27194	1.81389	2.70677	1
20	1.25664	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	1
20	1.25664	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	1
20	1.25664	0.08	1	3.14045	1	-3.14044	2	-3.14159	1
20	1.25664	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	1
20	1.25664	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.999999
20	1.25664	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.999993
20	1.25664	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.999969
20	1.25664	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.999905
20	1.25664	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.999769
20	1.25664	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.999526
20	1.25664	0.24	1	-2.8079	1	2.8079	1.88968	-3.14159	0.999142
20	1.25664	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.99859
20	1.25664	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.997853
20	1.25664	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.996922
20	1.25664	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.995801
20	1.25664	0.34	1	-2.34633	1	2.34633	1.4002	3.14159	0.994498
20	1.25664	0.36	1	2.25008	1	-2.25008	1.25647	-3.14159	0.993031
20	1.25664	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.99142
20	1.25664	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.989688
20	1.25664	0.42	1	1.97092	1	-1.97092	0.779064	3.14159	0.987861
20	1.25664	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.985963
20	1.25664	0.46	1	1.79803	1	-1.79803	0.450564	3.14159	0.984017
20	1.25664	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.982045
20	1.25664	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.980069
20	1.25664	0.52	1	1.56366	1	-1.56366	0.0142729	-3.26699e-13	0.978105
20	1.25664	0.54	1	1.49248	1	-1.49248	0.156469	-1.27718e-14	0.97617
20	1.25664	0.56	1	1.42474	1	-1.42474	0.291076	-8.39126e-15	0.974277
20	1.25664	0.58	1	-1.36036	1	1.36036	0.417774	-1.32874e-15	0.972436
20	1.25664	0.6	1	-1.29924	1	1.29924	0.536455	1.24173e-15	0.970658
20	1.25664	0.62	1	-1.24128	1	1.24128	0.647176	2.40168e-15	0.968949
20	1.25664	0.64	1	1.18634	1	-1.18634	0.750119	-3.40414e-15	0.967315
20	1.25664	0.66	1	-1.13428	1	1.13428	0.845561	3.8077e-15	0.965759
20	1.25664	0.68	1	-1.08499	1	1.08499	0.933842	4.27996e-15	0.964285
20	1.25664	0.7	1	-1.03832	1	1.03832	1.01534	1.74951e-15	0.962893
20	1.25664	0.72	1	0.994125	1	-0.994125	1.09047	-5.09055e-16	0.961584
20	1.25664	0.74	1	0.952285	1	-0.952285	1.15965	-4.7869e-16	0.960359
20	1.25664	0.76	1	-0.912667	1	0.912667	1.22328	1.63365e-15	0.959214
20	1.25664	0.78	1	0.875147	1	-0.875147	1.28177	4.33083e-16	0.95815
20	1.25664	0.8	1	0.839606	1	-0.839606	1.33551	-2.1614e-15	0.957164
20	1.25664	0.82	1	-0.80593	1	0.80593	1.38488	1.76368e-15	0.956254
20	1.25664	0.84	1	-0.77401	1	0.77401	1.43023	1.24201e-15	0.955416
20	1.25664	0.86	1	0.743745	1	-0.743745	1.47188	-1.28229e-15	0.954649
20	1.25664	0.88	1	-0.715036	1	0.715036	1.51014	1.69091e-15	0.953948
20	1.25664	0.9	1	-0.687793	1	0.687793	1.5453	5.74762e-16	0.953312
20	1.25664	0.92	1	0.66193	1	-0.66193	1.57762	7.03735e-17	0.952737
20	1.25664	0.94	1	0.637365	1	-0.637365	1.60733	-6.21651e-16	0.95222
20	1.25664	0.96	1	-0.614022	1	0.614022	1.63467	-3.39585e-16	0.951757
20	1.25664	0.98	1	0.59183	1	-0.59183	1.65984	-5.35098e-16	0.951347
20	1.25664	1	1	0.570721	1	-0.570721	1.68302	5.27728e-16	0.950985

21	1.31947	0.02	1	3.14159	1	2.27194	1.81389	2.70677	1
21	1.31947	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	1
21	1.31947	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	1
21	1.31947	0.08	1	3.14045	1	-3.14044	2	-3.14159	1
21	1.31947	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	1
21	1.31947	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.999999
21	1.31947	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.999993
21	1.31947	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.99997
21	1.31947	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.999908
21	1.31947	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.999777
21	1.31947	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.99954
21	1.31947	0.24	1	2.8079	1	-2.8079	1.88968	-3.14159	0.999166
21	1.31947	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.998627
21	1.31947	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.997906
21	1.31947	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.996994
21	1.31947	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.995893
21	1.31947	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.994613
21	1.31947	0.36	1	-2.25008	1	2.25008	1.25647	-3.14159	0.993169
21	1.31947	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.991582
21	1.31947	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.989875
21	1.31947	0.42	1	-1.97092	1	1.97092	0.779064	3.14159	0.988072
21	1.31947	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.986196
21	1.31947	0.46	1	1.79803	1	-1.79803	0.450564	-3.14159	0.984273
21	1.31947	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.982322
21	1.31947	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.980365
21	1.31947	0.52	1	1.56366	1	-1.56366	0.0142729	-3.03364e-13	0.97842
21	1.31947	0.54	1	1.49248	1	-1.49248	0.156469	-2.19959e-14	0.976501
21	1.31947	0.56	1	1.42474	1	-1.42474	0.291076	-6.48415e-15	0.974623
21	1.31947	0.58	1	-1.36036	1	1.36036	0.417774	-1.06299e-15	0.972796
21	1.31947	0.6	1	-1.29924	1	1.29924	0.536455	2.06955e-15	0.971029
21	1.31947	0.62	1	-1.24128	1	1.24128	0.647176	3.25943e-15	0.969331
21	1.31947	0.64	1	1.18634	1	-1.18634	0.750119	-2.51611e-15	0.967705
21	1.31947	0.66	1	-1.13428	1	1.13428	0.845561	3.0199e-15	0.966157
21	1.31947	0.68	1	-1.08499	1	1.08499	0.933842	5.23106e-15	0.964689
21	1.31947	0.7	1	-1.03832	1	1.03832	1.01534	1.09345e-15	0.963302
21	1.31947	0.72	1	0.994125	1	-0.994125	1.09047	-9.163e-16	0.961997
21	1.31947	0.74	1	0.952285	1	-0.952285	1.15965	-1.05312e-15	0.960775
21	1.31947	0.76	1	-0.912667	1	0.912667	1.22328	5.44549e-16	0.959632
21	1.31947	0.78	1	-0.875147	1	0.875147	1.28177	6.06316e-16	0.958569
21	1.31947	0.8	1	0.839606	1	-0.839606	1.33551	-2.1614e-15	0.957584
21	1.31947	0.82	1	-0.80593	1	0.80593	1.38488	1.28268e-15	0.956673
21	1.31947	0.84	1	-0.77401	1	0.77401	1.43023	1.86302e-15	0.955835
21	1.31947	0.86	1	-0.743745	1	0.743745	1.47188	-1.50858e-15	0.955066
21	1.31947	0.88	1	-0.715036	1	0.715036	1.51014	1.91147e-15	0.954364
21	1.31947	0.9	1	-0.687793	1	0.687793	1.5453	3.59226e-16	0.953725
21	1.31947	0.92	1	0.66193	1	-0.66193	1.57762	2.81494e-16	0.953147
21	1.31947	0.94	1	0.637365	1	-0.637365	1.60733	-6.90724e-16	0.952627
21	1.31947	0.96	1	-0.614022	1	0.614022	1.63467	1.35834e-16	0.952162
21	1.31947	0.98	1	0.59183	1	-0.59183	1.65984	-4.01323e-16	0.951748
21	1.31947	1	1	0.570721	1	-0.570721	1.68302	2.63864e-16	0.951382

22	1.3823	0.02	1	2.27194	1	-3.14159	1.81389	2.70677	1
22	1.3823	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	1
22	1.3823	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	1
22	1.3823	0.08	1	3.14045	1	-3.14044	2	-3.14159	1
22	1.3823	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	1
22	1.3823	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.999999
22	1.3823	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.999993
22	1.3823	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.999971
22	1.3823	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.99991
22	1.3823	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.99978
22	1.3823	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.999546
22	1.3823	0.24	1	2.8079	1	-2.8079	1.88968	-3.14159	0.999176
22	1.3823	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.998642
22	1.3823	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.997927
22	1.3823	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.997023
22	1.3823	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.995931
22	1.3823	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.99466
22	1.3823	0.36	1	-2.25008	1	2.25008	1.25647	-3.14159	0.993226
22	1.3823	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.991649
22	1.3823	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.989952
22	1.3823	0.42	1	-1.97092	1	1.97092	0.779064	3.14159	0.988158
22	1.3823	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.986293
22	1.3823	0.46	1	1.79803	1	-1.79803	0.450564	3.14159	0.984378
22	1.3823	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.982436
22	1.3823	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.980488
22	1.3823	0.52	1	1.56366	1	-1.56366	0.0142729	-3.18921e-13	0.97855
22	1.3823	0.54	1	1.49248	1	-1.49248	0.156469	-9.2241e-15	0.976638
22	1.3823	0.56	1	-1.42474	1	1.42474	0.291076	0	0.974766
22	1.3823	0.58	1	1.36036	1	-1.36036	0.417774	-1.86023e-15	0.972944
22	1.3823	0.6	1	-1.29924	1	1.29924	0.536455	2.06955e-15	0.971183
22	1.3823	0.62	1	-1.24128	1	1.24128	0.647176	3.25943e-15	0.969488
22	1.3823	0.64	1	1.18634	1	-1.18634	0.750119	-3.84816e-15	0.967867
22	1.3823	0.66	1	-1.13428	1	1.13428	0.845561	3.5451e-15	0.966322
22	1.3823	0.68	1	-1.08499	1	1.08499	0.933842	4.63662e-15	0.964856
22	1.3823	0.7	1	-1.03832	1	1.03832	1.01534	1.31213e-15	0.963471
22	1.3823	0.72	1	0.994125	1	-0.994125	1.09047	-6.10866e-16	0.962168
22	1.3823	0.74	1	0.952285	1	-0.952285	1.15965	-1.43607e-15	0.960947
22	1.3823	0.76	1	-0.912667	1	0.912667	1.22328	5.44549e-16	0.959805
22	1.3823	0.78	1	-0.875147	1	0.875147	1.28177	7.79549e-16	0.958743
22	1.3823	0.8	1	0.839606	1	-0.839606	1.33551	-1.91201e-15	0.957757
22	1.3823	0.82	1	-0.80593	1	0.80593	1.38488	1.68351e-15	0.956847
22	1.3823	0.84	1	-0.77401	1	0.77401	1.43023	1.16439e-15	0.956008
22	1.3823	0.86	1	0.743745	1	-0.743745	1.47188	-1.58401e-15	0.955239
22	1.3823	0.88	1	-0.715036	1	0.715036	1.51014	1.98498e-15	0.954536
22	1.3823	0.9	1	-0.687793	1	0.687793	1.5453	7.18453e-17	0.953896
22	1.3823	0.92	1	0.66193	1	-0.66193	1.57762	4.22241e-16	0.953318
22	1.3823	0.94	1	0.637365	1	-0.637365	1.60733	-4.83506e-16	0.952796
22	1.3823	0.96	1	-0.614022	1	0.614022	1.63467	-4.75419e-16	0.952329
22	1.3823	0.98	1	0.59183	1	-0.59183	1.65984	-3.34436e-16	0.951914
22	1.3823	1	1	0.570721	1	-0.570721	1.68302	2.63864e-16	0.951547

23	1.44513	0.02	1	-3.14159	1	2.27194	1.81389	2.70677	1
23	1.44513	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	1
23	1.44513	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	1
23	1.44513	0.08	1	3.14045	1	-3.14044	2	-3.14159	1
23	1.44513	0.1	1	3.13551	1	-3.13551	1.99996	3.14159	1
23	1.44513	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.999999
23	1.44513	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.999993
23	1.44513	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.99997
23	1.44513	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.999909
23	1.44513	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.999778
23	1.44513	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.999544
23	1.44513	0.24	1	-2.8079	1	2.8079	1.88968	-3.14159	0.999172
23	1.44513	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.998636
23	1.44513	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.997918
23	1.44513	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.997011
23	1.44513	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.995915
23	1.44513	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.994641
23	1.44513	0.36	1	-2.25008	1	2.25008	1.25647	3.14159	0.993203
23	1.44513	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.991622
23	1.44513	0.4	1	2.06175	1	-2.06175	0.942927	-3.14159	0.989921
23	1.44513	0.42	1	1.97092	1	-1.97092	0.779064	3.14159	0.988123
23	1.44513	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.986254
