#1:m	2:T	3:1.abs	4:1.angle	5:2.abs	6:2.angle	7:tr.abs	8:tr.angle	9:rho_ky.tr
-1	0.02	1.92875e-22	7.86364e-18	1	-1.11022e-16	1	-1.11022e-16	1
-1	0.07	6.24875e-07	1.5708	0.999999	-5.20095e-08	0.999999	5.72866e-07	1
-1	0.12	0.000240325	0	0.999702	0	0.999943	0	1
-1	0.17	0.00278266	0	0.996434	0	0.999217	0	1
-1	0.22	0.0105381	0	0.986284	0	0.996822	0	1
-1	0.27	0.0242273	0	0.968416	0	0.992643	0	1
-1	0.32	0.0426715	0	0.944808	0	0.98748	0	1
-1	0.37	0.0641113	0	0.918223	0	0.982335	0	1
-1	0.42	0.0869522	0	0.890989	0	0.977941	0	1
-1	0.47	0.109995	0	0.864665	0	0.974659	0	1
-1	0.52	0.132429	0	0.84013	0	0.972559	0	1
-1	0.57	0.153759	0	0.817775	0	0.971534	0	1
-1	0.62	0.173714	0	0.797681	0	0.971395	0	1
-1	0.67	0.192181	0	0.779755	0	0.971936	0	1
-1	0.72	0.209149	0	0.763816	0	0.972964	0	1
-1	0.77	0.22467	0	0.749647	0	0.974317	0	1
-1	0.82	0.238835	0	0.737028	0	0.975863	0	1
-1	0.87	0.25175	0	0.725754	0	0.977504	0	1
-1	0.92	0.263529	0	0.715637	0	0.979166	0	1
-1	0.97	0.274284	0	0.706515	0	0.980799	0	1

-0.9	0.02	2.86252e-20	-3.14159	1	-1.11022e-16	1	-1.11022e-16	1
-0.9	0.07	2.60743e-06	1.5708	0.999997	-2.50038e-07	0.999997	2.3574e-06	1
-0.9	0.12	0.000552862	0	0.999296	0	0.999849	0	1
-0.9	0.17	0.00500406	0	0.993394	0	0.998398	0	1
-0.9	0.22	0.0165453	0	0.977824	0	0.994369	0	1
-0.9	0.27	0.0348895	0	0.953259	0	0.988149	0	1
-0.9	0.32	0.0578824	0	0.923302	0	0.981184	0	1
-0.9	0.37	0.0832387	0	0.891593	0	0.974831	0	1
-0.9	0.42	0.109186	0	0.860691	0	0.969877	0	1
-0.9	0.47	0.134533	0	0.832041	0	0.966574	0	1
-0.9	0.52	0.15856	0	0.806272	0	0.964832	0	1
-0.9	0.57	0.180881	0	0.783514	0	0.964394	0	1
-0.9	0.62	0.201341	0	0.763617	0	0.964957	0	1
-0.9	0.67	0.219929	0	0.746305	0	0.966233	0	1
-0.9	0.72	0.236723	0	0.731254	0	0.967977	0	1
-0.9	0.77	0.251852	0	0.718145	0	0.969996	0	1
-0.9	0.82	0.265464	0	0.706681	0	0.972145	0	1
-0.9	0.87	0.277718	0	0.6966	0	0.974319	0	1
-0.9	0.92	0.288766	0	0.68768	0	0.976446	0	1
-0.9	0.97	0.298748	0	0.679732	0	0.978481	0	1

-0.8	0.02	4.24835e-18	2.24875e-18	1	0	1	9.55349e-36	1
-0.8	0.07	1.088e-05	1.5708	0.999988	-1.2166e-06	0.999988	9.66356e-06	1
-0.8	0.12	0.00127153	0	0.998327	0	0.999599	0	1
-0.8	0.17	0.00899114	0	0.987707	0	0.996698	0	1
-0.8	0.22	0.0259457	0	0.964036	0	0.989982	0	1
-0.8	0.27	0.0501922	0	0.9307	0	0.980892	0	1
-0.8	0.32	0.0784788	0	0.893283	0	0.971761	0	1
-0.8	0.37	0.108101	0	0.856141	0	0.964242	0	1
-0.8	0.42	0.137241	0	0.821778	0	0.95902	0	1
-0.8	0.47	0.164813	0	0.791284	0	0.956097	0	1
-0.8	0.52	0.190244	0	0.764887	0	0.955131	0	1
-0.8	0.57	0.213302	0	0.742366	0	0.955669	0	1
-0.8	0.62	0.233969	0	0.723299	0	0.957268	0	1
-0.8	0.67	0.252353	0	0.707202	0	0.959555	0	1
-0.8	0.72	0.268636	0	0.693601	0	0.962237	0	1
-0.8	0.77	0.283032	0	0.682067	0	0.965098	0	1
-0.8	0.82	0.295759	0	0.672227	0	0.967986	0	1
-0.8	0.87	0.30703	0	0.663769	0	0.970799	0	1
-0.8	0.92	0.317042	0	0.656431	0	0.973473	0	1
-0.8	0.97	0.325969	0	0.650003	0	0.975971	0	1

-0.7	0.02	6.30512e-16	-7.22527e-18	1	-1.11022e-16	1	-1.11022e-16	1
-0.7	0.07	4.53984e-05	0	0.999943	0	0.999988	0	1
-0.7	0.12	0.00292292	0	0.995997	0	0.99892	0	1
-0.7	0.17	0.0161361	0	0.977013	0	0.993149	0	1
-0.7	0.22	0.0406454	0	0.94149	0	0.982135	0	1
-0.7	0.27	0.0722058	0	0.897022	0	0.969228	0	1
-0.7	0.32	0.106557	0	0.851207	0	0.957764	0	1
-0.7	0.37	0.140807	0	0.808629	0	0.949436	0	1
-0.7	0.42	0.173255	0	0.771291	0	0.944545	0	1
-0.7	0.47	0.203009	0	0.739648	0	0.942657	0	1
-0.7	0.52	0.22969	0	0.713385	0	0.943076	0	1
-0.7	0.57	0.253239	0	0.69187	0	0.945109	0	1
-0.7	0.62	0.273788	0	0.674382	0	0.94817	0	1
-0.7	0.67	0.291584	0	0.660222	0	0.951806	0	1
-0.7	0.72	0.306925	0	0.648764	0	0.955689	0	1
-0.7	0.77	0.320126	0	0.639468	0	0.959594	0	1
-0.7	0.82	0.331495	0	0.631879	0	0.963374	0	1
-0.7	0.87	0.341314	0	0.625627	0	0.966941	0	1
-0.7	0.92	0.349835	0	0.620414	0	0.970249	0	1
-0.7	0.97	0.357274	0	0.616002	0	0.973276	0	1

-0.6	0.02	9.35762e-14	3.14159	1	0	1	1.57626e-30	1
-0.6	0.07	0.000189417	0	0.99975	0	0.99994	0	1
-0.6	0.12	0.00671288	0	0.990344	0	0.997057	0	1
-0.6	0.17	0.0289256	0	0.956779	0	0.985704	0	1
-0.6	0.22	0.0637015	0	0.904456	0	0.968157	0	1
-0.6	0.27	0.104217	0	0.846437	0	0.950654	0	1
-0.6	0.32	0.145639	0	0.79158	0	0.937219	0	1
-0.6	0.37	0.18522	0	0.743779	0	0.928999	0	1
-0.6	0.42	0.221526	0	0.703973	0	0.925499	0	1
-0.6	0.47	0.253892	0	0.671741	0	0.925633	0	1
-0.6	0.52	0.28211	0	0.646165	0	0.928274	0	1
-0.6	0.57	0.306256	0	0.626221	0	0.932477	0	1
-0.6	0.62	0.326586	0	0.610939	0	0.937524	0	1
-0.6	0.67	0.343465	0	0.599444	0	0.942909	0	1
-0.6	0.72	0.357324	0	0.590969	0	0.948293	0	1
-0.6	0.77	0.368617	0	0.584849	0	0.953466	0	1
-0.6	0.82	0.377786	0	0.580519	0	0.958305	0	1
-0.6	0.87	0.385242	0	0.577508	0	0.96275	0	1
-0.6	0.92	0.391343	0	0.575438	0	0.966781	0	1
-0.6	0.97	0.396389	0	0.574015	0	0.970403	0	1

-0.5	0.02	1.38879e-11	3.14159	1	0	1	3.70135e-28	1
-0.5	0.07	0.000790111	0	0.9989	0	0.99969	0	1
-0.5	0.12	0.0153962	0	0.976478	0	0.991874	0	1
-0.5	0.17	0.0518816	0	0.918237	0	0.970119	0	1
-0.5	0.22	0.100441	0	0.843101	0	0.943542	0	1
-0.5	0.27	0.152457	0	0.769089	0	0.921546	0	1
-0.5	0.32	0.203457	0	0.704125	0	0.907583	0	1
-0.5	0.37	0.25135	0	0.649921	0	0.901271	0	1
-0.5	0.42	0.295258	0	0.605584	0	0.900843	0	1
-0.5	0.47	0.334991	0	0.569407	0	0.904397	0	1
-0.5	0.52	0.370863	0	0.539497	0	0.910359	0	1
-0.5	0.57	0.403857	0	0.51371	0	0.917566	0	1
-0.5	0.62	0.437619	0	0.487602	0	0.925221	0	1
-0.5	0.67	0.467104	-0.0546446	0.467104	0.0546446	0.932813	7.43868e-18	1
-0.5	0.72	0.471303	0.0738791	0.471303	-0.0738791	0.940034	7.38154e-18	1
-0.5	0.77	0.474756	-0.0767488	0.474756	0.0767488	0.946718	5.1306e-17	1
-0.5	0.82	0.47763	0.0718906	0.47763	-0.0718906	0.952792	2.91308e-17	1
-0.5	0.87	0.480044	0.0620256	0.480044	-0.0620256	0.958241	-4.34477e-17	1
-0.5	0.92	0.482091	0.0476451	0.482091	-0.0476451	0.963088	-1.44097e-17	1
-0.5	0.97	0.483841	0.0253608	0.483841	-0.0253608	0.967371	3.0485e-17	1

-0.4	0.02	2.06115e-09	-3.14159	1	-1.11022e-16	1	-1.11022e-16	1
-0.4	0.07	0.00329309	0	0.995069	0	0.998362	0	1
-0.4	0.12	0.0353041	0	0.942065	0	0.977369	0	1
-0.4	0.17	0.093951	0	0.843976	0	0.937927	0	1
-0.4	0.22	0.1627	0	0.738471	0	0.901171	0	1
-0.4	0.27	0.235049	0	0.642009	0	0.877058	0	1
-0.4	0.32	0.31326	0	0.552592	0	0.865852	0	1
-0.4	0.37	0.434902	-0.11075	0.434902	0.11075	0.864475	8.02671e-18	1
-0.4	0.42	0.448214	0.245471	0.448214	-0.245471	0.869557	-3.19192e-17	1
-0.4	0.47	0.457912	0.286926	0.457912	-0.286926	0.878383	0	1
-0.4	0.52	0.465168	-0.299103	0.465168	0.299103	0.88903	0	1
-0.4	0.57	0.470725	0.29701	0.470725	-0.29701	0.900229	-3.08317e-17	1
-0.4	0.62	0.475068	0.287261	0.475068	-0.287261	0.911202	0	1
-0.4	0.67	0.478521	0.273364	0.478521	-0.273364	0.921506	6.02396e-17	1
-0.4	0.72	0.481311	-0.257345	0.481311	0.257345	0.930922	2.98151e-17	1
-0.4	0.77	0.483595	0.240421	0.483595	-0.240421	0.939372	-5.90939e-17	1
-0.4	0.82	0.485488	0.223336	0.485488	-0.223336	0.946861	0	1
-0.4	0.87	0.487073	0.20654	0.487073	-0.20654	0.953442	0	1
-0.4	0.92	0.488414	0.190299	0.488414	-0.190299	0.959193	2.89364e-17	1
-0.4	0.97	0.489557	-0.174757	0.489557	0.174757	0.964201	0	1

-0.3	0.02	3.05902e-07	-3.14159	1	2.11974e-34	0.999999	-3.6144e-23	1
-0.3	0.07	0.0137027	0	0.977369	0	0.991072	0	1
-0.3	0.12	0.0819662	0	0.855275	0	0.937242	0	1
-0.3	0.17	0.179927	0	0.693763	0	0.87369	0	1
-0.3	0.22	0.313168	0	0.517858	0	0.831026	0	1
-0.3	0.27	0.431655	0.348255	0.431655	-0.348255	0.811486	3.42034e-17	1
-0.3	0.32	0.449685	-0.452308	0.449685	0.452308	0.80893	6.8623e-17	1
-0.3	0.37	0.461549	0.484236	0.461549	-0.484236	0.81697	0	1
-0.3	0.42	0.469723	0.485706	0.469723	-0.485706	0.830796	-6.68169e-17	1
-0.3	0.47	0.475574	-0.471933	0.475574	0.471933	0.847179	6.55247e-17	1
-0.3	0.52	0.479895	0.450318	0.479895	-0.450318	0.864107	3.21205e-17	1
-0.3	0.57	0.483173	0.424917	0.483173	-0.424917	0.880411	-9.45771e-17	1
-0.3	0.62	0.485715	0.398075	0.485715	-0.398075	0.895474	-6.19908e-17	1
-0.3	0.67	0.487726	-0.371175	0.487726	0.371175	0.909025	3.05333e-17	1
-0.3	0.72	0.489342	0.345026	0.489342	-0.345026	0.921007	-3.01361e-17	1
-0.3	0.77	0.49066	-0.320087	0.49066	0.320087	0.931478	-2.97974e-17	1
-0.3	0.82	0.49175	-0.296592	0.49175	0.296592	0.940558	5.90194e-17	1
-0.3	0.87	0.492659	0.274638	0.492659	-0.274638	0.948392	-1.17064e-16	1
-0.3	0.92	0.493427	0.254236	0.493427	-0.254236	0.955132	-1.45297e-17	1
-0.3	0.97	0.494081	0.235344	0.494081	-0.235344	0.960922	2.88843e-17	1

-0.2	0.02	4.53983e-05	-1.57081	0.999946	9.0392e-06	0.999946	-3.63616e-05	1
-0.2	0.07	0.0575222	0	0.89293	0	0.950452	0	1
-0.2	0.12	0.217248	0	0.615101	0	0.83235	0	1
-0.2	0.17	0.424428	0.477246	0.424428	-0.477246	0.754007	-3.68108e-17	1
-0.2	0.22	0.452449	0.647567	0.452449	-0.647567	0.721705	-7.69167e-17	1
-0.2	0.27	0.467563	-0.692877	0.467563	0.692877	0.719497	1.54305e-16	1
-0.2	0.32	0.476541	-0.691195	0.476541	0.691195	0.734336	7.55937e-17	1
-0.2	0.37	0.482278	-0.667344	0.482278	0.667344	0.757628	0	1
-0.2	0.42	0.486155	0.632728	0.486155	-0.632728	0.784087	-7.07972e-17	1
-0.2	0.47	0.488892	0.593391	0.488892	-0.593391	0.810632	-6.84789e-17	1
-0.2	0.52	0.490895	0.552733	0.490895	-0.552733	0.835594	0	1
-0.2	0.57	0.492403	-0.5127	0.492403	0.5127	0.858183	1.29369e-16	1
-0.2	0.62	0.493566	0.474377	0.493566	-0.474377	0.878131	0	1
-0.2	0.67	0.494482	0.438335	0.494482	-0.438335	0.895467	-6.19913e-17	1
-0.2	0.72	0.495216	-0.404824	0.495216	0.404824	0.910377	-3.0488e-17	1
-0.2	0.77	0.495813	-0.373903	0.495813	0.373903	0.923113	1.20269e-16	1
-0.2	0.82	0.496305	-0.345511	0.496305	0.345511	0.933949	5.9437e-17	1
-0.2	0.87	0.496715	0.319526	0.496715	-0.319526	0.943147	0	1
-0.2	0.92	0.497061	0.295787	0.497061	-0.295787	0.95095	-2.91872e-17	1
-0.2	0.97	0.497355	0.274121	0.497355	-0.274121	0.95757	-2.89854e-17	1

-0.1	0.02	0.00670907	-1.57326	0.990906	0.00245927	0.990896	-0.00431142	1
-0.1	0.07	0.394903	0.334412	0.394903	-0.334412	0.746053	0	1
-0.1	0.12	0.45953	0.865624	0.45953	-0.865624	0.595703	0	1
-0.1	0.17	0.479127	0.952491	0.479127	-0.952491	0.555457	-9.99379e-17	1
-0.1	0.22	0.487359	0.952232	0.487359	-0.952232	0.565206	0	1
-0.1	0.27	0.491547	-0.916499	0.491547	0.916499	0.598313	1.85559e-16	1
-0.1	0.32	0.493958	0.864506	0.493958	-0.864506	0.641173	-8.65775e-17	1
-0.1	0.37	0.495469	0.805777	0.495469	-0.805777	0.686275	8.08876e-17	1
-0.1	0.42	0.496478	0.745546	0.496478	-0.745546	0.729542	0	1
-0.1	0.47	0.497184	0.686752	0.497184	-0.686752	0.768954	-7.21904e-17	1
-0.1	0.52	0.497697	-0.630994	0.497697	0.630994	0.803723	1.38135e-16	1
-0.1	0.57	0.498082	0.579067	0.498082	-0.579067	0.833764	-6.6579e-17	1
-0.1	0.62	0.498378	0.531273	0.498378	-0.531273	0.859367	0	1
-0.1	0.67	0.498611	-0.487622	0.498611	0.487622	0.880995	6.30096e-17	1
-0.1	0.72	0.498797	0.447954	0.498797	-0.447954	0.899166	-6.17363e-17	1
-0.1	0.77	0.498948	0.412016	0.498948	-0.412016	0.914387	3.03543e-17	1
-0.1	0.82	0.499072	0.379515	0.499072	-0.379515	0.927121	0	1
-0.1	0.87	0.499175	0.350141	0.499175	-0.350141	0.937775	5.91945e-17	1
-0.1	0.92	0.499262	0.323596	0.499262	-0.323596	0.9467	-5.86365e-17	1
-0.1	0.97	0.499336	0.299592	0.499336	-0.299592	0.954189	-1.16353e-16	1

-2.22045e-16	0.02	0.5	2.83107e-13	0.5	3.14159	2.83131e-13	1.57236	1
-2.22045e-16	0.07	0.5	-1.45736	0.5	1.45736	0.113194	4.90408e-16	1
-2.22045e-16	0.12	0.5	-1.37667	0.5	1.37667	0.192911	2.87755e-16	1
-2.22045e-16	0.17	0.5	1.29007	0.5	-1.29007	0.277054	2.00363e-16	1
-2.22045e-16	0.22	0.5	1.19808	0.5	-1.19808	0.364149	-1.52441e-16	1
-2.22045e-16	0.27	0.5	-1.10384	0.5	1.10384	0.450168	3.69936e-16	1
-2.22045e-16	0.32	0.5	-1.01097	0.5	1.01097	0.531039	0	1
-2.22045e-16	0.37	0.5	0.922212	0.5	-0.922212	0.604059	0	1
-2.22045e-16	0.42	0.5	0.839263	0.5	-0.839263	0.668012	0	1
-2.22045e-16	0.47	0.5	0.762956	0.5	-0.762956	0.722796	-7.68006e-17	1
-2.22045e-16	0.52	0.5	0.693525	0.5	-0.693525	0.768997	-1.44373e-16	1
-2.22045e-16	0.57	0.5	0.630819	0.5	-0.630819	0.807545	-6.87407e-17	1
-2.22045e-16	0.62	0.5	0.574463	0.5	-0.574463	0.839484	-6.61253e-17	1
-2.22045e-16	0.67	0.5	-0.523965	0.5	0.523965	0.865842	0	1
-2.22045e-16	0.72	0.5	0.478787	0.5	-0.478787	0.887555	6.25439e-17	1
-2.22045e-16	0.77	0.5	-0.43839	0.5	0.43839	0.905436	3.06544e-17	1
-2.22045e-16	0.82	0.5	-0.402259	0.5	0.402259	0.920179	1.20653e-16	1
-2.22045e-16	0.87	0.5	0.369916	0.5	-0.369916	0.932358	-8.93077e-17	1
-2.22045e-16	0.92	0.5	-0.340927	0.5	0.340927	0.942445	5.89012e-17	1
-2.22045e-16	0.97	0.5	-0.314904	0.5	0.314904	0.950826	5.8382e-17	1

0.1	0.02	0.00671482	1.56746	0.990057	-3.13826	0.990035	3.13814	1
0.1	0.07	0.394903	2.44632	0.394903	-2.44632	0.606473	-3.14159	1
0.1	0.12	0.45953	1.86641	0.45953	-1.86641	0.267749	-3.14159	1
0.1	0.17	0.479127	-1.61336	0.479127	1.61336	0.0407732	3.14159	1
0.1	0.22	0.487359	1.43091	0.487359	-1.43091	0.135904	0	1
0.1	0.27	0.491547	1.27836	0.491547	-1.27836	0.283413	0	1
0.1	0.32	0.493958	-1.14464	0.493958	1.14464	0.408378	1.35931e-16	1
0.1	0.37	0.495469	1.02596	0.495469	-1.02596	0.513578	-2.16174e-16	1
0.1	0.42	0.496478	0.920518	0.496478	-0.920518	0.601144	0	1
0.1	0.47	0.497184	0.827009	0.497184	-0.827009	0.673266	-1.64901e-16	1
0.1	0.52	0.497697	-0.744272	0.497697	0.744272	0.732194	0	1
0.1	0.57	0.498082	0.671182	0.498082	-0.671182	0.780084	-1.42321e-16	1
0.1	0.62	0.498378	0.606662	0.498378	-0.606662	0.818891	-2.03365e-16	1
0.1	0.67	0.498611	0.549704	0.498611	-0.549704	0.85031	-6.52834e-17	1
0.1	0.72	0.498797	0.499383	0.498797	-0.499383	0.875766	3.16929e-17	1
0.1	0.77	0.498948	0.454867	0.498948	-0.454867	0.896429	6.19248e-17	1
0.1	0.82	0.499072	0.415419	0.499072	-0.415419	0.913249	-6.07843e-17	1
0.1	0.87	0.499175	-0.38039	0.499175	0.38039	0.926989	0	1
0.1	0.92	0.499262	-0.349213	0.499262	0.349213	0.938256	5.91642e-17	1
0.1	0.97	0.499336	-0.321399	0.499336	0.321399	0.947535	-5.85848e-17	1

0.2	0.02	4.53979e-05	-6.91988e-13	0.999955	-3.14159	0.999909	-3.14159	1
0.2	0.07	0.060917	3.14159	0.843169	3.14159	0.904086	3.14159	1
0.2	0.12	0.365554	-2.58132	0.365554	2.58132	0.619327	-3.14159	1
0.2	0.17	0.424428	-1.97656	0.424428	1.97656	0.335057	3.14159	1
0.2	0.22	0.452449	1.67318	0.452449	-1.67318	0.0924853	3.14159	1
0.2	0.27	0.467563	1.45188	0.467563	-1.45188	0.110938	-1.00076e-15	1
0.2	0.32	0.476541	1.27269	0.476541	-1.27269	0.279929	0	1
0.2	0.37	0.482278	1.12181	0.482278	-1.12181	0.418668	0	1
0.2	0.42	0.486155	0.992718	0.486155	-0.992718	0.531285	1.04485e-16	1
0.2	0.47	0.488892	0.881472	0.488892	-0.881472	0.621887	0	1
0.2	0.52	0.490895	0.785239	0.490895	-0.785239	0.694341	-1.59896e-16	1
0.2	0.57	0.492403	0.701771	0.492403	-0.701771	0.752096	0	1
0.2	0.62	0.493566	0.629204	0.493566	-0.629204	0.798093	0	1
0.2	0.67	0.494482	-0.565957	0.494482	0.565957	0.834761	1.32999e-16	1
0.2	0.72	0.495216	0.510688	0.495216	-0.510688	0.864061	-9.63667e-17	1
0.2	0.77	0.495813	0.462254	0.495813	-0.462254	0.887554	-3.1272e-17	1
0.2	0.82	0.496305	0.419681	0.496305	-0.419681	0.90647	-9.18582e-17	1
0.2	0.87	0.496715	0.382145	0.496715	-0.382145	0.921771	6.02223e-17	1
0.2	0.92	0.497061	-0.348945	0.497061	0.348945	0.93421	2.97102e-17	1
0.2	0.97	0.497355	0.319486	0.497355	-0.319486	0.944374	-2.93904e-17	1

0.3	0.02	3.05902e-07	-1.19585e-13	1	-3.14159	0.999999	-3.14159	1
0.3	0.07	0.0138865	3.14159	0.964429	3.14159	0.978315	3.14159	1
0.3	0.12	0.0971405	3.14159	0.721673	3.14159	0.818814	3.14159	1
0.3	0.17	0.353309	2.4932	0.353309	-2.4932	0.563214	-3.14159	1
0.3	0.22	0.402712	-1.94736	0.402712	1.94736	0.296174	3.14159	1
0.3	0.27	0.431655	1.63293	0.431655	-1.63293	0.0536033	3.14159	1
0.3	0.32	0.449685	-1.39942	0.449685	1.39942	0.15338	7.23839e-16	1
0.3	0.37	0.461549	1.21232	0.461549	-1.21232	0.323868	-1.71401e-16	1
0.3	0.42	0.469723	1.05758	0.469723	-1.05758	0.461254	-2.40696e-16	1
0.3	0.47	0.475574	-0.927567	0.475574	0.927567	0.570482	9.73058e-17	1
0.3	0.52	0.479895	0.817333	0.479895	-0.817333	0.656658	1.69072e-16	1
0.3	0.57	0.483173	0.723273	0.483173	-0.723273	0.724415	-1.53258e-16	1
0.3	0.62	0.485715	0.6426	0.485715	-0.6426	0.777669	1.42763e-16	1
0.3	0.67	0.487726	-0.573093	0.487726	0.573093	0.819601	2.03188e-16	1
0.3	0.72	0.489342	0.512945	0.489342	-0.512945	0.85273	0	1
0.3	0.77	0.49066	0.460675	0.49066	-0.460675	0.879021	6.31511e-17	1
0.3	0.82	0.49175	0.41506	0.49175	-0.41506	0.899992	0	1
0.3	0.87	0.492659	0.37509	0.492659	-0.37509	0.916814	0	1
0.3	0.92	0.493427	0.339924	0.493427	-0.339924	0.930386	-5.96646e-17	1
0.3	0.97	0.494081	0.308863	0.494081	-0.308863	0.941401	5.89665e-17	1

0.4	0.02	2.06115e-09	-3.00989e-15	1	-3.14159	1	-3.14159	1
0.4	0.07	0.00330451	3.14159	0.991632	3.14159	0.994936	3.14159	1
0.4	0.12	0.0379022	3.14159	0.877488	3.14159	0.91539	3.14159	1
0.4	0.17	0.135996	3.14159	0.58305	3.14159	0.719046	3.14159	1
0.4	0.22	0.346626	-2.29903	0.346626	2.29903	0.461394	3.14159	1
0.4	0.27	0.388463	1.83054	0.388463	-1.83054	0.199539	-3.14159	1
0.4	0.32	0.416059	-1.52775	0.416059	1.52775	0.0358086	4.65065e-15	1
0.4	0.37	0.434902	1.29871	0.434902	-1.29871	0.233749	-2.37482e-16	1
0.4	0.42	0.448214	1.11569	0.448214	-1.11569	0.394031	0	1
0.4	0.47	0.457912	-0.965609	0.457912	0.965609	0.521027	0	1
0.4	0.52	0.465168	-0.840704	0.465168	0.840704	0.620476	0	1
0.4	0.57	0.470725	-0.735708	0.470725	0.735708	0.697949	0	1
0.4	0.62	0.475068	0.646759	0.475068	-0.646759	0.758247	0	1
0.4	0.67	0.478521	-0.570902	0.478521	0.570902	0.805269	0	1
0.4	0.72	0.481311	0.505819	0.481311	-0.505819	0.842081	6.59214e-17	1
0.4	0.77	0.483595	0.449662	0.483595	-0.449662	0.871046	-3.18646e-17	1
0.4	0.82	0.485488	0.400942	0.485488	-0.400942	0.893971	6.2095e-17	1
0.4	0.87	0.487073	0.358454	0.487073	-0.358454	0.91223	0	1
0.4	0.92	0.488414	-0.32121	0.488414	0.32121	0.926866	1.19782e-16	1
0.4	0.97	0.489557	0.288402	0.489557	-0.288402	0.938676	2.95688e-17	1

0.5	0.02	1.38879e-11	3.47173e-16	1	3.14159	1	3.14159	1
0.5	0.07	0.000790859	3.14159	0.997955	3.14159	0.998746	3.14159	1
0.5	0.12	0.0159341	3.14159	0.943515	3.14159	0.959449	3.14159	1
0.5	0.17	0.0631504	3.14159	0.754384	3.14159	0.817535	3.14159	1
0.5	0.22	0.258764	3.14159	0.327256	3.14159	0.58602	3.14159	1
0.5	0.27	0.342423	2.05856	0.342423	-2.05856	0.320955	3.14159	1
0.5	0.32	0.378496	1.65998	0.378496	-1.65998	0.0674231	-3.14159	1
0.5	0.37	0.404175	-1.38122	0.404175	1.38122	0.15233	1.45765e-15	1
0.5	0.42	0.422852	1.16679	0.422852	-1.16679	0.332449	-3.33952e-16	1
0.5	0.47	0.436745	0.995185	0.436745	-0.995185	0.475482	0	1
0.5	0.52	0.447302	0.854871	0.447302	-0.854871	0.587143	9.45445e-17	1
0.5	0.57	0.455483	0.738525	0.455483	-0.738525	0.673625	-8.24066e-17	1
0.5	0.62	0.461935	-0.641028	0.461935	0.641028	0.740465	7.49679e-17	1
0.5	0.67	0.467104	0.558598	0.467104	-0.558598	0.792207	-1.05107e-16	1
0.5	0.72	0.471303	0.488352	0.471303	-0.488352	0.832421	-1.0003e-16	1
0.5	0.77	0.474756	0.428045	0.474756	-0.428045	0.863847	-6.42604e-17	1
0.5	0.82	0.47763	-0.375902	0.47763	0.375902	0.88856	6.24732e-17	1
0.5	0.87	0.480044	0.330502	0.480044	-0.330502	0.908127	0	1
0.5	0.92	0.482091	0.290697	0.482091	-0.290697	0.923729	-1.20189e-16	1
0.5	0.97	0.483841	-0.255549	0.483841	0.255549	0.936256	0	1

0.6	0.02	9.35762e-14	-3.14159	1	3.14159	1	3.14159	1
0.6	0.07	0.000189469	3.14159	0.999476	3.14159	0.999666	3.14159	1
0.6	0.12	0.00683548	3.14159	0.97258	3.14159	0.979416	3.14159	1
0.6	0.17	0.0327745	3.14159	0.844418	3.14159	0.877192	3.14159	1
0.6	0.22	0.100251	3.14159	0.574709	3.14159	0.67496	3.14159	1
0.6	0.27	0.297007	2.3473	0.297007	-2.3473	0.416278	-3.14159	1
0.6	0.32	0.339536	1.79811	0.339536	-1.79811	0.153034	-3.14159	1
0.6	0.37	0.371164	-1.45912	0.371164	1.45912	0.082726	6.71024e-16	1
0.6	0.42	0.394903	-1.2098	0.394903	1.2098	0.278968	1.98988e-16	1
0.6	0.47	0.412976	1.0152	0.412976	-1.0152	0.435648	-1.27422e-16	1
0.6	0.52	0.426954	0.858745	0.426954	-0.858745	0.557933	0	1
0.6	0.57	0.437932	0.730581	0.437932	-0.730581	0.652331	1.70193e-16	1
0.6	0.62	0.446681	-0.624128	0.446681	0.624128	0.724939	7.65736e-17	1
0.6	0.67	0.453749	-0.534678	0.453749	0.534678	0.780841	7.10915e-17	1
0.6	0.72	0.45953	0.45872	0.45953	-0.45872	0.824047	0	1
0.6	0.77	0.464312	-0.393561	0.464312	0.393561	0.857629	1.29453e-16	1
0.6	0.82	0.468308	-0.337088	0.468308	0.337088	0.883904	6.28022e-17	1
0.6	0.87	0.471678	-0.287602	0.471678	0.287602	0.90461	0	1
0.6	0.92	0.474546	-0.243698	0.474546	0.243698	0.921048	-1.50674e-17	1
0.6	0.97	0.477004	0.204161	0.477004	-0.204161	0.934195	-1.18843e-16	1

0.7	0.02	6.30512e-16	-3.14159	1	-3.14159	1	-3.14159	1
0.7	0.07	4.54024e-05	3.14159	0.999856	3.14159	0.999901	3.14159	1
0.7	0.12	0.00295363	3.14159	0.985641	3.14159	0.988595	3.14159	1
0.7	0.17	0.0176193	3.14159	0.894767	3.14159	0.912386	3.14159	1
0.7	0.22	0.0563582	3.14159	0.679	3.14159	0.735359	3.14159	1
0.7	0.27	0.2545	2.84457	0.2545	-2.84457	0.486712	-3.14159	1
0.7	0.32	0.301168	1.94387	0.301168	-1.94387	0.21954	3.14159	1
0.7	0.37	0.337432	1.53066	0.337432	-1.53066	0.0270785	-2.05001e-15	1
0.7	0.42	0.365554	1.24277	0.365554	-1.24277	0.235542	0	1
0.7	0.47	0.387499	1.02385	0.387499	-1.02385	0.403059	-1.37725e-16	1
0.7	0.52	0.404793	-0.850564	0.404793	0.850564	0.53397	1.03959e-16	1
