#1:m	2:T	3:1.abs	4:1.angle	5:2.abs	6:2.angle	7:tr.abs	8:tr.angle	9:rho_ky.tr
4	0.77	0.00554107	0	0.989755	0	0.995296	0	1
4	0.82	0.00759276	0	0.987425	0	0.995017	0	1
4	0.87	0.0100274	0	0.9848	0	0.994827	0	1
4	0.92	0.0128393	0	0.981879	0	0.994719	0	1
4	0.97	0.0160146	0	0.978667	0	0.994682	0	1

4.1	0.02	9.32462e-90	3.14159	1	1.19685e-17	1	1.19685e-17	1
4.1	0.07	3.65386e-26	-1.5708	1	6.55664e-18	1	6.55664e-18	1
4.1	0.12	1.45079e-15	0	1	0	1	0	1
4.1	0.17	3.35613e-11	0	1	0	1	0	1
4.1	0.22	8.05997e-09	0	0.999992	0	0.999992	0	1
4.1	0.27	2.54202e-07	0	0.999952	0	0.999952	0	1
4.1	0.32	2.72691e-06	0	0.999837	0	0.999839	0	1
4.1	0.37	1.54066e-05	0	0.999606	0	0.999621	0	1
4.1	0.42	5.76425e-05	0	0.99923	0	0.999288	0	1
4.1	0.47	0.000162892	0	0.998694	0	0.998857	0	1
4.1	0.52	0.000376968	0	0.997983	0	0.99836	0	1
4.1	0.57	0.000752911	0	0.997082	0	0.997835	0	1
4.1	0.62	0.00134474	0	0.995973	0	0.997318	0	1
4.1	0.67	0.00220194	0	0.994635	0	0.996836	0	1
4.1	0.72	0.00336548	0	0.993047	0	0.996412	0	1
4.1	0.77	0.0048657	0	0.991192	0	0.996058	0	1
4.1	0.82	0.00672162	0	0.989056	0	0.995778	0	1
4.1	0.87	0.00894137	0	0.986631	0	0.995572	0	1
4.1	0.92	0.0115234	0	0.983914	0	0.995437	0	1
4.1	0.97	0.0144579	0	0.980908	0	0.995366	0	1

4.2	0.02	6.28288e-92	1.5708	1	7.22562e-18	1	7.22562e-18	1
4.2	0.07	8.75651e-27	-3.14159	1	2.37827e-18	1	2.37827e-18	1
4.2	0.12	6.30512e-16	0	1	0	1	0	1
4.2	0.17	1.86368e-11	0	1	0	1	0	1
4.2	0.22	5.11594e-09	0	0.999995	0	0.999995	0	1
4.2	0.27	1.75518e-07	0	0.999969	0	0.999969	0	1
4.2	0.32	1.99495e-06	0	0.999888	0	0.99989	0	1
4.2	0.37	1.17566e-05	0	0.999718	0	0.99973	0	1
4.2	0.42	4.54217e-05	0	0.999429	0	0.999475	0	1
4.2	0.47	0.000131641	0	0.999001	0	0.999133	0	1
4.2	0.52	0.000310925	0	0.998417	0	0.998728	0	1
4.2	0.57	0.000631549	0	0.997656	0	0.998287	0	1
4.2	0.62	0.00114406	0	0.996698	0	0.997842	0	1
4.2	0.67	0.00189611	0	0.99552	0	0.997416	0	1
4.2	0.72	0.0029285	0	0.994102	0	0.997031	0	1
4.2	0.77	0.00427284	0	0.992425	0	0.996697	0	1
4.2	0.82	0.00595055	0	0.990473	0	0.996424	0	1
4.2	0.87	0.00797293	0	0.988239	0	0.996212	0	1
4.2	0.92	0.010342	0	0.985719	0	0.996061	0	1
4.2	0.97	0.0130518	0	0.982914	0	0.995966	0	1

4.3	0.02	4.23337e-94	3.14159	1	-2.54549e-18	1	-2.54549e-18	1
4.3	0.07	2.09851e-27	1.5708	1	5.15376e-19	1	5.15376e-19	1
4.3	0.12	2.74019e-16	0	1	0	1	0	1
4.3	0.17	1.03491e-11	0	1	0	1	0	1
4.3	0.22	3.24727e-09	0	0.999997	0	0.999997	0	1
4.3	0.27	1.2119e-07	0	0.99998	0	0.99998	0	1
4.3	0.32	1.45949e-06	0	0.999923	0	0.999925	0	1
4.3	0.37	8.97168e-06	0	0.999798	0	0.999807	0	1
4.3	0.42	3.57936e-05	0	0.999576	0	0.999612	0	1
4.3	0.47	0.000106392	0	0.999235	0	0.999342	0	1
4.3	0.52	0.00025647	0	0.998755	0	0.999012	0	1
4.3	0.57	0.00052979	0	0.998114	0	0.998644	0	1
4.3	0.62	0.000973402	0	0.997289	0	0.998262	0	1
4.3	0.67	0.00163286	0	0.996256	0	0.997889	0	1
4.3	0.72	0.00254839	0	0.994994	0	0.997542	0	1
4.3	0.77	0.00375235	0	0.993481	0	0.997234	0	1
4.3	0.82	0.005268	0	0.991704	0	0.996972	0	1
4.3	0.87	0.00710931	0	0.989652	0	0.996762	0	1
4.3	0.92	0.00928146	0	0.98732	0	0.996602	0	1
4.3	0.97	0.0117818	0	0.984709	0	0.996491	0	1

4.4	0.02	2.85242e-96	-1.5708	1	1.22164e-17	1	1.22164e-17	1
4.4	0.07	5.02909e-28	-1.5708	1	-1.05308e-17	1	-1.05308e-17	1
4.4	0.12	1.19088e-16	0	1	0	1	0	1
4.4	0.17	5.74694e-12	0	1	0	1	0	1
4.4	0.22	2.06116e-09	0	0.999998	0	0.999998	0	1
4.4	0.27	8.36785e-08	0	0.999987	0	0.999987	0	1
4.4	0.32	1.06776e-06	0	0.999947	0	0.999948	0	1
4.4	0.37	6.84659e-06	0	0.999855	0	0.999861	0	1
4.4	0.42	2.82073e-05	0	0.999684	0	0.999712	0	1
4.4	0.47	8.59894e-05	0	0.999413	0	0.999499	0	1
4.4	0.52	0.000211565	0	0.99902	0	0.999231	0	1
4.4	0.57	0.000444453	0	0.998481	0	0.998925	0	1
4.4	0.62	0.000828248	0	0.997772	0	0.9986	0	1
4.4	0.67	0.00140624	0	0.996868	0	0.998275	0	1
4.4	0.72	0.00221771	0	0.995747	0	0.997965	0	1
4.4	0.77	0.00329535	0	0.994388	0	0.997683	0	1
4.4	0.82	0.00466379	0	0.992773	0	0.997437	0	1
4.4	0.87	0.00633918	0	0.990893	0	0.997232	0	1
4.4	0.92	0.0083294	0	0.98874	0	0.99707	0	1
4.4	0.97	0.0106349	0	0.986314	0	0.996949	0	1

4.5	0.02	1.92195e-98	-1.5708	1	-8.51168e-18	1	-8.51168e-18	1
4.5	0.07	1.20523e-28	-3.14159	1	-2.43307e-17	1	-2.43307e-17	1
4.5	0.12	5.17556e-17	0	1	0	1	0	1
4.5	0.17	3.19131e-12	0	1	0	1	0	1
4.5	0.22	1.30829e-09	0	0.999999	0	0.999999	0	1
4.5	0.27	5.7778e-08	0	0.999992	0	0.999992	0	1
4.5	0.32	7.81176e-07	0	0.999964	0	0.999965	0	1
4.5	0.37	5.22494e-06	0	0.999895	0	0.999901	0	1
4.5	0.42	2.22294e-05	0	0.999764	0	0.999787	0	1
4.5	0.47	6.95019e-05	0	0.999549	0	0.999618	0	1
4.5	0.52	0.000174529	0	0.999227	0	0.999401	0	1
4.5	0.57	0.000372879	0	0.998774	0	0.999147	0	1
4.5	0.62	0.000704771	0	0.998167	0	0.998871	0	1
4.5	0.67	0.00121112	0	0.997378	0	0.998589	0	1
4.5	0.72	0.00193	0	0.996385	0	0.998315	0	1
4.5	0.77	0.00289406	0	0.995165	0	0.998059	0	1
4.5	0.82	0.0041289	0	0.993702	0	0.997831	0	1
4.5	0.87	0.00565241	0	0.991983	0	0.997635	0	1
4.5	0.92	0.00747478	0	0.99	0	0.997474	0	1
4.5	0.97	0.00959908	0	0.98775	0	0.997349	0	1

4.6	0.02	1.295e-100	-1.5708	1	-1.72151e-17	1	-1.72151e-17	1
4.6	0.07	2.88834e-29	-1.5708	1	1.56085e-17	1	1.56085e-17	1
4.6	0.12	2.24929e-17	0	1	0	1	0	1
4.6	0.17	1.77216e-12	0	1	0	1	0	1
4.6	0.22	8.30419e-10	0	0.999999	0	0.999999	0	1
4.6	0.27	3.98943e-08	0	0.999995	0	0.999995	0	1
4.6	0.32	5.71514e-07	0	0.999975	0	0.999976	0	1
4.6	0.37	3.98742e-06	0	0.999925	0	0.999929	0	1
4.6	0.42	1.75187e-05	0	0.999824	0	0.999841	0	1
4.6	0.47	5.61772e-05	0	0.999653	0	0.999709	0	1
4.6	0.52	0.000143981	0	0.999389	0	0.999533	0	1
4.6	0.57	0.000312843	0	0.99901	0	0.999323	0	1
4.6	0.62	0.000599723	0	0.99849	0	0.999089	0	1
4.6	0.67	0.0010431	0	0.997802	0	0.998846	0	1
4.6	0.72	0.00167966	0	0.996924	0	0.998604	0	1
4.6	0.77	0.00254168	0	0.995832	0	0.998374	0	1
4.6	0.82	0.00365536	0	0.994509	0	0.998164	0	1
4.6	0.87	0.00503997	0	0.99294	0	0.997979	0	1
4.6	0.92	0.00670765	0	0.991116	0	0.997824	0	1
4.6	0.97	0.00866379	0	0.989034	0	0.997698	0	1

4.7	0.02	8.72563e-103	0	1	1.24096e-18	1	1.24096e-18	1
4.7	0.07	6.92194e-30	-1.5708	1	7.74292e-18	1	7.74292e-18	1
4.7	0.12	9.77536e-18	0	1	0	1	0	1
4.7	0.17	9.8409e-13	0	1	0	1	0	1
4.7	0.22	5.27097e-10	0	1	0	1	0	1
4.7	0.27	2.75461e-08	0	0.999996	0	0.999996	0	1
4.7	0.32	4.18126e-07	0	0.999983	0	0.999983	0	1
4.7	0.37	3.04304e-06	0	0.999945	0	0.999949	0	1
4.7	0.42	1.38065e-05	0	0.999868	0	0.999882	0	1
4.7	0.47	4.5408e-05	0	0.999732	0	0.999778	0	1
4.7	0.52	0.000118783	0	0.999517	0	0.999636	0	1
4.7	0.57	0.000262479	0	0.999199	0	0.999462	0	1
4.7	0.62	0.000510347	0	0.998754	0	0.999265	0	1
4.7	0.67	0.000898417	0	0.998156	0	0.999055	0	1
4.7	0.72	0.00146181	0	0.997381	0	0.998843	0	1
4.7	0.77	0.00223222	0	0.996405	0	0.998637	0	1
4.7	0.82	0.00323613	0	0.99521	0	0.998446	0	1
4.7	0.87	0.00449382	0	0.99378	0	0.998274	0	1
4.7	0.92	0.00601907	0	0.992106	0	0.998125	0	1
4.7	0.97	0.00781929	0	0.990182	0	0.998001	0	1

4.8	0.02	5.87928e-105	-1.5708	1	7.54593e-20	1	7.54593e-20	1
4.8	0.07	1.65885e-30	1.5708	1	-6.04692e-18	1	-6.04692e-18	1
4.8	0.12	4.24835e-18	0	1	0	1	0	1
4.8	0.17	5.46472e-13	0	1	0	1	0	1
4.8	0.22	3.34568e-10	0	1	0	1	0	1
4.8	0.27	1.902e-08	0	0.999998	0	0.999998	0	1
4.8	0.32	3.05906e-07	0	0.999988	0	0.999988	0	1
4.8	0.37	2.32233e-06	0	0.999961	0	0.999963	0	1
4.8	0.42	1.0881e-05	0	0.999901	0	0.999912	0	1
4.8	0.47	3.67037e-05	0	0.999793	0	0.99983	0	1
4.8	0.52	9.79962e-05	0	0.999617	0	0.999715	0	1
4.8	0.57	0.000220229	0	0.999351	0	0.999572	0	1
4.8	0.62	0.0004343	0	0.998971	0	0.999406	0	1
4.8	0.67	0.000773816	0	0.998452	0	0.999225	0	1
4.8	0.72	0.00127224	0	0.997768	0	0.99904	0	1
4.8	0.77	0.00196046	0	0.996897	0	0.998857	0	1
4.8	0.82	0.00286496	0	0.995819	0	0.998684	0	1
4.8	0.87	0.0040068	0	0.994518	0	0.998525	0	1
4.8	0.92	0.00540104	0	0.992984	0	0.998385	0	1
4.8	0.97	0.00705682	0	0.991208	0	0.998265	0	1

4.9	0.02	3.96143e-107	0	1	-3.65267e-18	1	-3.65267e-18	1
4.9	0.07	3.97545e-31	3.14159	1	-4.13698e-18	1	-4.13698e-18	1
4.9	0.12	1.84633e-18	0	1	0	1	0	1
4.9	0.17	3.03459e-13	0	1	0	1	0	1
4.9	0.22	2.12362e-10	0	1	0	1	0	1
4.9	0.27	1.31329e-08	0	0.999998	0	0.999999	0	1
4.9	0.32	2.23805e-07	0	0.999992	0	0.999992	0	1
4.9	0.37	1.77233e-06	0	0.999971	0	0.999973	0	1
4.9	0.42	8.57543e-06	0	0.999926	0	0.999934	0	1
4.9	0.47	2.96683e-05	0	0.99984	0	0.99987	0	1
4.9	0.52	8.08484e-05	0	0.999696	0	0.999777	0	1
4.9	0.57	0.000184782	0	0.999474	0	0.999659	0	1
4.9	0.62	0.000369591	0	0.999149	0	0.999519	0	1
4.9	0.67	0.000666505	0	0.998698	0	0.999365	0	1
4.9	0.72	0.00110726	0	0.998096	0	0.999203	0	1
4.9	0.77	0.00172178	0	0.99732	0	0.999042	0	1
4.9	0.82	0.00253636	0	0.996349	0	0.998885	0	1
4.9	0.87	0.0035725	0	0.995167	0	0.99874	0	1
4.9	0.92	0.00484634	0	0.993762	0	0.998609	0	1
4.9	0.97	0.00636845	0	0.992125	0	0.998494	0	1

